peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr1,9028501,9036500,8000,*,chr1_9028501_9036500,Promoter (2-3kb),1,9002973,9026423,23451,2,155184,ENST00000400906,-2078,ENSG00000197241,SLC2A7,Promoter (2-3kb),protein_coding,-0.00995239534905767,0.993813679480727
chr1,9649001,9654000,5000,*,chr1_9649001_9654000,Promoter (<=1kb),1,9651731,9728906,77176,1,5293,ENST00000481137,0,ENSG00000171608,PIK3CD,Promoter (<=1kb),protein_coding,0.586702205259762,0.111510809367285
chr1,10952001,10955500,3500,*,chr1_10952001_10955500,Promoter (2-3kb),1,10946471,10949751,3281,2,148345,ENST00000476357,-2250,ENSG00000175262,CIROZ,Promoter (2-3kb),protein_coding,-0.0707245971434386,0.889376957047361
chr1,11037001,11044500,7500,*,chr1_11037001_11044500,Promoter (<=1kb),1,11037693,11043198,5506,2,10747,ENST00000478645,0,ENSG00000009724,MASP2,Promoter (<=1kb),protein_coding,-0.0135376725478086,0.989682829993211
chr1,11432501,11495000,62500,*,chr1_11432501_11495000,Promoter (<=1kb),1,11479155,11537551,58397,1,57540,ENST00000294484,0,ENSG00000204624,DISP3,Promoter (<=1kb),protein_coding,0.974091998539857,0.0832424753904009
chr1,11690501,11700000,9500,*,chr1_11690501_11700000,Promoter (<=1kb),1,11657230,11691545,34316,2,10459,ENST00000717649,0,ENSG00000116670,MAD2L2,Promoter (<=1kb),protein_coding,-0.453326233700363,0.268652559515205
chr1,11848501,11879500,31000,*,chr1_11848501_11879500,Promoter (<=1kb),1,11857464,11858945,1482,2,4879,ENST00000376468,0,ENSG00000120937,NPPB,Promoter (<=1kb),protein_coding,0.85202085947518,0.278077539278974
chr1,12643001,12650500,7500,*,chr1_12643001_12650500,Promoter (<=1kb),1,12644085,12667076,22992,1,343066,ENST00000376221,0,ENSG00000204518,AADACL4,Promoter (<=1kb),protein_coding,0.540723437407353,0.361757520358987
chr1,12742501,12780000,37500,*,chr1_12742501_12780000,Promoter (<=1kb),1,12773738,12777906,4169,1,390999,ENST00000357726,0,ENSG00000116726,PRAMEF12,Promoter (<=1kb),protein_coding,1.12240856076837,0.00172973811714538
chr1,13574001,13584000,10000,*,chr1_13574001_13584000,Promoter (<=1kb),1,13583465,13617957,34493,1,10630,ENST00000294489,0,ENSG00000162493,PDPN,Promoter (<=1kb),protein_coding,0.593119386130306,0.31756337621437303
chr1,13727501,13737000,9500,*,chr1_13727501_13737000,Promoter (<=1kb),1,13731018,13787067,56050,1,7799,ENST00000491134,0,ENSG00000116731,PRDM2,Promoter (<=1kb),protein_coding,-1.25844242813199,1.4589919157276e-4
chr1,13883001,13900500,17500,*,chr1_13883001_13900500,Promoter (<=1kb),1,13892792,14304663,411872,1,23254,ENST00000636564,0,ENSG00000189337,KAZN,Promoter (<=1kb),protein_coding,-0.481676396216173,0.372616502580468
chr1,15286501,15288500,2000,*,chr1_15286501_15288500,Promoter (<=1kb),1,15287045,15289641,2597,1,114827,ENST00000462113,0,ENSG00000142621,FHAD1,Promoter (<=1kb),protein_coding,0.791382558206743,0.0110508609814704
chr1,15586501,15590000,3500,*,chr1_15586501_15590000,Promoter (1-2kb),1,15571699,15585051,13353,2,79814,ENST00000375826,-1450,ENSG00000116771,AGMAT,Promoter (1-2kb),protein_coding,-0.101915154185468,0.811054819720701
chr1,16614001,16617500,3500,*,chr1_16614001_16617500,Promoter (<=1kb),1,16599589,16613562,13974,2,55672,ENST00000599069,-439,ENSG00000219481,NBPF1,Promoter (<=1kb),protein_coding,0.0572434923367218,0.920988946602492
chr1,17056501,17059500,3000,*,chr1_17056501_17059500,Promoter (2-3kb),1,17018722,17054151,35430,2,6390,ENST00000714034,-2350,ENSG00000117118,SDHB,Promoter (2-3kb),protein_coding,-0.200191345287963,0.805503705142079
chr1,17294001,17309000,15000,*,chr1_17294001_17309000,Promoter (<=1kb),1,17308195,17334796,26602,1,23569,ENST00000375453,0,ENSG00000159339,PADI4,Promoter (<=1kb),protein_coding,-0.383767367702053,0.708100728480858
chr1,18475001,18478500,3500,*,chr1_18475001_18478500,Promoter (2-3kb),1,18480930,18485974,5045,1,127707,ENST00000400664,-2430,ENSG00000179023,KLHDC7A,Promoter (2-3kb),protein_coding,-0.198212820625103,0.602582716234593
chr1,18620001,18661000,41000,*,chr1_18620001_18661000,Promoter (<=1kb),1,18630846,18748866,118021,1,5081,ENST00000420770,0,ENSG00000009709,PAX7,Promoter (<=1kb),protein_coding,-0.866619823536982,0.0554435140915565
chr1,18839501,18861000,21500,*,chr1_18839501_18861000,Promoter (<=1kb),1,18839599,18859660,20062,2,80834,ENST00000375371,0,ENSG00000179002,TAS1R2,Promoter (<=1kb),protein_coding,0.866463171523062,0.117399353918059
chr1,18958501,18968000,9500,*,chr1_18958501_18968000,Promoter (1-2kb),1,18904280,18956676,52397,2,126917,ENST00000455833,-1825,ENSG00000169991,IFFO2,Promoter (1-2kb),protein_coding,-0.336166523744415,0.685617814992339
chr1,19979001,19983000,4000,*,chr1_19979001_19983000,Promoter (<=1kb),1,19975431,19979607,4177,2,5320,ENST00000400520,0,ENSG00000188257,PLA2G2A,Promoter (<=1kb),protein_coding,-0.416319681181356,0.282120037559333
chr1,20117001,20123500,6500,*,chr1_20117001_20123500,Promoter (<=1kb),1,20111939,20119536,7598,2,26279,ENST00000375105,0,ENSG00000117215,PLA2G2D,Promoter (<=1kb),protein_coding,-0.62185814093927,0.0563802092180117
chr1,20175501,20182000,6500,*,chr1_20175501_20182000,Promoter (<=1kb),1,20161253,20177424,16172,2,391013,ENST00000429261,0,ENSG00000187980,PLA2G2C,Promoter (<=1kb),protein_coding,-0.636865069208948,0.2821686012162
chr1,20186001,20194500,8500,*,chr1_20186001_20194500,Promoter (<=1kb),1,20186096,20196050,9955,1,127733,ENST00000375099,0,ENSG00000162543,UBXN10,Promoter (<=1kb),protein_coding,-0.912023333711813,0.0138065052945647
chr1,20310001,20332500,22500,*,chr1_20310001_20332500,Promoter (<=1kb),1,20332915,20354251,21337,1,127731,ENST00000467486,-415,ENSG00000158816,VWA5B1,Promoter (<=1kb),protein_coding,-0.0565065037710468,0.972994657710388
chr1,22543501,22577500,34000,*,chr1_22543501_22577500,Promoter (<=1kb),1,22563489,22603595,40107,1,2046,ENST00000166244,0,ENSG00000070886,EPHA8,Promoter (<=1kb),protein_coding,-0.42686653383783,0.521327399589759
chr1,22652501,22662500,10000,*,chr1_22652501_22662500,Promoter (<=1kb),1,22652762,22661090,8329,1,713,ENST00000510260,0,ENSG00000173369,C1QB,Promoter (<=1kb),protein_coding,0.531583862357764,0.172903335763893
chr1,22710501,22714500,4000,*,chr1_22710501_22714500,Promoter (<=1kb),1,22710839,22891265,180427,1,2048,ENST00000544305,0,ENSG00000133216,EPHB2,Promoter (<=1kb),protein_coding,1.42127598622455,2.18085478772424e-6
chr1,23219001,23222500,3500,*,chr1_23219001_23222500,Promoter (1-2kb),1,23191895,23217502,25608,2,3352,ENST00000374619,-1499,ENSG00000179546,HTR1D,Promoter (1-2kb),protein_coding,-0.422022282664072,0.345105947903946
chr1,23420001,23422000,2000,*,chr1_23420001_23422000,Promoter (<=1kb),1,23404069,23419386,15318,2,6920,ENST00000461794,-615,ENSG00000204219,TCEA3,Promoter (<=1kb),protein_coding,0.0140801859311835,0.989910475573277
chr1,23836001,23840000,4000,*,chr1_23836001_23840000,Promoter (<=1kb),1,23801887,23838620,36734,2,3155,ENST00000374487,0,ENSG00000117305,HMGCL,Promoter (<=1kb),protein_coding,0.201307136447934,0.775331232161198
chr1,24356501,24389000,32500,*,chr1_24356501_24389000,Promoter (<=1kb),1,24369043,24379823,10781,2,90529,ENST00000438866,0,ENSG00000001460,STPG1,Promoter (<=1kb),protein_coding,-1.07778979380909,0.005570785818447
chr1,24582001,24587500,5500,*,chr1_24582001_24587500,Promoter (1-2kb),1,24589464,24609328,19865,1,400746,ENST00000486262,-1964,ENSG00000184454,NCMAP,Promoter (1-2kb),protein_coding,-0.331634759181297,0.667187026829422
chr1,26069001,26074500,5500,*,chr1_26069001_26074500,Promoter (<=1kb),1,26061244,26068436,7193,2,84676,ENST00000483052,-565,ENSG00000158022,TRIM63,Promoter (<=1kb),protein_coding,-0.111942941163734,0.877490660105096
chr1,26369501,26375500,6000,*,chr1_26369501_26375500,Promoter (<=1kb),1,26361634,26372735,11102,2,257101,ENST00000403843,0,ENSG00000176083,ZNF683,Promoter (<=1kb),protein_coding,-4.8931410228315e-4,0.999806887478248
chr1,26402001,26422500,20500,*,chr1_26402001_26422500,Promoter (<=1kb),1,26410817,26429719,18903,1,79727,ENST00000254231,0,ENSG00000131914,LIN28A,Promoter (<=1kb),protein_coding,-1.46764866952599,1.46612213774064e-5
chr1,27627501,27631500,4000,*,chr1_27627501_27631500,Promoter (<=1kb),1,27612669,27626569,13901,2,2268,ENST00000374003,-932,ENSG00000000938,FGR,Promoter (<=1kb),protein_coding,-0.188903853667961,0.613128154869267
chr1,27916501,27920000,3500,*,chr1_27916501_27920000,Promoter (1-2kb),1,27891924,27914746,22823,2,6118,ENST00000373909,-1755,ENSG00000117748,RPA2,Promoter (1-2kb),protein_coding,-0.154463349672379,0.681962273428122
chr1,28809001,28818500,9500,*,chr1_28809001_28818500,Promoter (<=1kb),1,28812170,28871267,59098,1,4985,ENST00000234961,0,ENSG00000116329,OPRD1,Promoter (<=1kb),protein_coding,-0.353930952959702,0.453886154372725
chr1,30760001,30765000,5000,*,chr1_30760001_30765000,Promoter (2-3kb),1,30732469,30757774,25306,2,7805,ENST00000294507,-2227,ENSG00000162511,LAPTM5,Promoter (2-3kb),protein_coding,-0.0113067080436939,0.992861234298583
chr1,31408001,31412500,4500,*,chr1_31408001_31412500,Promoter (<=1kb),1,31409565,31434677,25113,1,347735,ENST00000373710,0,ENSG00000168528,SERINC2,Promoter (<=1kb),protein_coding,-0.805945262724664,0.0395776687146101
chr1,32883501,32893000,9500,*,chr1_32883501_32893000,Promoter (<=1kb),1,32885994,32894063,8070,1,3208,ENST00000470166,0,ENSG00000121905,HPCA,Promoter (<=1kb),protein_coding,-0.88207502826468,0.0242863114469334
chr1,33082001,33084000,2000,*,chr1_33082001_33084000,Promoter (<=1kb),1,33082250,33101893,19644,1,113451,ENST00000652381,0,ENSG00000142920,AZIN2,Promoter (<=1kb),protein_coding,-0.866840516835277,0.00457484150812603
chr1,33183001,33194500,11500,*,chr1_33183001_33194500,Promoter (<=1kb),1,33159692,33182053,22362,2,55223,ENST00000485148,-948,ENSG00000116525,TRIM62,Promoter (<=1kb),protein_coding,-0.750373510510326,0.0569664290570096
chr1,33836001,33888500,52500,*,chr1_33836001_33888500,Promoter (<=1kb),1,33860475,33864791,4317,1,127540,ENST00000519684,0,ENSG00000176256,HMGB4,Promoter (<=1kb),protein_coding,-1.2373269180537,5.3907409488132e-4
chr1,36122001,36125000,3000,*,chr1_36122001_36125000,Promoter (<=1kb),1,36095239,36125222,29984,2,1296,ENST00000397799,222,ENSG00000171812,COL8A2,Promoter (<=1kb),protein_coding,-0.261221258182359,0.630067616162055
chr1,37596501,37646500,50000,*,chr1_37596501_37646500,Promoter (<=1kb),1,37611350,37634665,23316,2,284654,ENST00000612451,0,ENSG00000169218,RSPO1,Promoter (<=1kb),protein_coding,0.888278671206723,0.0869960495049845
chr1,39079001,39086500,7500,*,chr1_39079001_39086500,Promoter (<=1kb),1,39081316,39102981,21666,1,23499,ENST00000484793,0,ENSG00000127603,MACF1,Promoter (<=1kb),protein_coding,1.26447269035687,5.16791863769438e-5
chr1,39686001,39691500,5500,*,chr1_39686001_39691500,Promoter (<=1kb),1,39678648,39691433,12786,2,51440,ENST00000372844,0,ENSG00000116983,HPCAL4,Promoter (<=1kb),protein_coding,0.120283726340912,0.846741620320949
chr1,40154501,40158500,4000,*,chr1_40154501_40158500,Promoter (2-3kb),1,40161387,40240921,79535,1,6018,ENST00000372771,-2887,ENSG00000117000,RLF,Promoter (2-3kb),protein_coding,-0.409808957949578,0.232255756737263
chr1,40477501,40480000,2500,*,chr1_40477501_40480000,Promoter (<=1kb),1,40477630,40496288,18659,1,339559,ENST00000372705,0,ENSG00000187815,ZFP69,Promoter (<=1kb),protein_coding,0.076512404776878,0.88149501679971
chr1,40782001,40784500,2500,*,chr1_40782001_40784500,Promoter (<=1kb),1,40783787,40840452,56666,1,9132,ENST00000347132,0,ENSG00000117013,KCNQ4,Promoter (<=1kb),protein_coding,0.713291839160628,0.023121072328184
chr1,41485501,41490500,5000,*,chr1_41485501_41490500,Promoter (<=1kb),1,41478775,41484683,5909,2,1907,ENST00000372587,-818,ENSG00000127129,EDN2,Promoter (<=1kb),protein_coding,0.0528014922493783,0.995585904299681
chr1,42149001,42153000,4000,*,chr1_42149001_42153000,Promoter (<=1kb),1,42153410,42155820,2411,1,2981,ENST00000372581,-410,ENSG00000044012,GUCA2B,Promoter (<=1kb),protein_coding,-0.37667816996645,0.522478864128647
chr1,42376001,42378500,2500,*,chr1_42376001_42378500,Promoter (2-3kb),1,42380792,42424232,43441,1,284716,ENST00000431473,-2292,ENSG00000177181,RIMKLA,Promoter (2-3kb),protein_coding,0.0383863989699141,0.956417809683848
chr1,43144001,43146000,2000,*,chr1_43144001_43146000,Promoter (<=1kb),1,43145153,43156396,11244,1,440585,ENST00000410048,0,ENSG00000186973,CFAP144,Promoter (<=1kb),protein_coding,0.0491402439179767,0.936766010789213
chr1,43175501,43178500,3000,*,chr1_43175501_43178500,Promoter (2-3kb),1,43164175,43172570,8396,2,10969,ENST00000431635,-2931,ENSG00000117395,EBNA1BP2,Promoter (2-3kb),protein_coding,-0.371770915939571,0.244397501106482
chr1,43301501,43307500,6000,*,chr1_43301501_43307500,Promoter (<=1kb),1,43302450,43305343,2894,1,7075,ENST00000485125,0,ENSG00000066056,TIE1,Promoter (<=1kb),protein_coding,-0.117880858217844,0.944811039029444
chr1,43338001,43341500,3500,*,chr1_43338001_43341500,Promoter (<=1kb),1,43337849,43352772,14924,1,4352,ENST00000413998,152,ENSG00000117400,MPL,Promoter (<=1kb),protein_coding,-0.0460600651441868,0.939888595792083
chr1,43518501,43522500,4000,*,chr1_43518501_43522500,Promoter (2-3kb),1,43525187,43553519,28333,1,5792,ENST00000496043,-2687,ENSG00000142949,PTPRF,Promoter (2-3kb),protein_coding,-0.0285264267126355,0.971402332392646
chr1,44051001,44053000,2000,*,chr1_44051001_44053000,Promoter (<=1kb),1,44051114,44076192,25079,1,128209,ENST00000453688,0,ENSG00000171872,KLF17,Promoter (<=1kb),protein_coding,-0.179915561252475,0.643391622865303
chr1,44610501,44612500,2000,*,chr1_44610501_44612500,Promoter (1-2kb),1,44614265,44627057,12793,1,55182,ENST00000496262,-1765,ENSG00000187147,RNF220,Promoter (1-2kb),protein_coding,-0.689181419855658,0.0276262085458485
chr1,44695501,44699000,3500,*,chr1_44695501_44699000,Promoter (1-2kb),1,44700973,44724379,23407,1,339541,ENST00000434520,-1973,ENSG00000198520,ARMH1,Promoter (1-2kb),protein_coding,-0.527107631292325,0.245728636535959
chr1,45203001,45210000,7000,*,chr1_45203001_45210000,Promoter (<=1kb),1,45016399,45206605,190207,2,57643,ENST00000359600,0,ENSG00000162415,ZSWIM5,Promoter (<=1kb),protein_coding,1.50036911708535,4.70380430907014e-7
chr1,45544001,45547000,3000,*,chr1_45544001_45547000,Promoter (1-2kb),1,45510914,45542732,31819,2,5052,ENST00000676549,-1269,ENSG00000117450,PRDX1,Promoter (1-2kb),protein_coding,0.135950854418322,0.972812068116862
chr1,46551001,46553000,2000,*,chr1_46551001_46553000,Promoter (<=1kb),1,46545641,46551647,6007,2,148930,ENST00000481882,0,ENSG00000162456,KNCN,Promoter (<=1kb),protein_coding,-0.101908769299545,0.824046580627989
chr1,47032501,47051500,19000,*,chr1_47032501_47051500,Promoter (<=1kb),1,47036108,47039723,3616,1,260293,ENST00000466294,0,ENSG00000186377,CYP4X1,Promoter (<=1kb),protein_coding,-2.10600522647484,4.50682363049091e-12
chr1,48519501,48796000,276500,*,chr1_48519501_48796000,Promoter (<=1kb),1,48727519,48776891,49373,2,79656,ENST00000371833,0,ENSG00000162373,BEND5,Promoter (<=1kb),protein_coding,-1.83427819532905,1.5179649299719e-8
chr1,49047001,49049000,2000,*,chr1_49047001_49049000,Promoter (1-2kb),1,48583870,49045714,461845,2,84871,ENST00000416121,-1287,ENSG00000186094,AGBL4,Promoter (1-2kb),protein_coding,0.292132424564583,0.403981096089229
chr1,51342001,51345000,3000,*,chr1_51342001_51345000,Promoter (<=1kb),1,51287258,51345116,57859,2,22996,ENST00000413473,116,ENSG00000085831,TTC39A,Promoter (<=1kb),protein_coding,0.505921735040561,0.279224550793443
chr1,51991001,52000000,9000,*,chr1_51991001_52000000,Promoter (<=1kb),1,51907956,51990700,82745,2,5865,ENST00000371655,-301,ENSG00000169213,RAB3B,Promoter (<=1kb),protein_coding,0.100231334526411,0.870933765989775
chr1,53058001,53061500,3500,*,chr1_53058001_53061500,Promoter (<=1kb),1,53062052,53085501,23450,1,127435,ENST00000395871,-552,ENSG00000174348,PODN,Promoter (<=1kb),protein_coding,-0.548698944445112,0.254105473665486
chr1,54412501,54418500,6000,*,chr1_54412501_54418500,Promoter (<=1kb),1,54243237,54413479,170243,2,23648,ENST00000525990,0,ENSG00000157216,SSBP3,Promoter (<=1kb),protein_coding,0.474408462840884,0.690156904835163
chr1,54648001,54654000,6000,*,chr1_54648001_54654000,Promoter (<=1kb),1,54651237,54710266,59030,1,374977,ENST00000413188,0,ENSG00000184313,MROH7,Promoter (<=1kb),protein_coding,-0.114088694621334,0.993647176313538
chr1,54994001,54996000,2000,*,chr1_54994001_54996000,Promoter (2-3kb),1,54998933,55017172,18240,1,7809,ENST00000651561,-2933,ENSG00000162399,BSND,Promoter (2-3kb),protein_coding,-0.513194821007048,0.108556570445116
chr1,60072501,60077500,5000,*,chr1_60072501_60077500,Promoter (<=1kb),1,59990394,60073736,83343,2,127795,ENST00000450089,0,ENSG00000162598,C1orf87,Promoter (<=1kb),protein_coding,-1.23867293647476,3.46067202232219e-5
chr1,62776501,62781500,5000,*,chr1_62776501_62781500,Promoter (2-3kb),1,62784132,62865516,81385,1,84938,ENST00000317868,-2632,ENSG00000125703,ATG4C,Promoter (2-3kb),protein_coding,-0.718666625813651,0.0887158553650808
chr1,66532501,66535500,3000,*,chr1_66532501_66535500,Promoter (<=1kb),1,66533267,66748987,215721,1,84251,ENST00000682707,0,ENSG00000118473,SGIP1,Promoter (<=1kb),protein_coding,-0.0962936073944207,0.83687390026894
chr1,67833501,67836500,3000,*,chr1_67833501_67836500,Promoter (<=1kb),1,67701475,67833467,131993,2,55970,ENST00000370982,-34,ENSG00000172380,GNG12,Promoter (<=1kb),protein_coding,-0.0169740016469292,0.986528168702822
chr1,68050001,68052000,2000,*,chr1_68050001_68052000,Promoter (<=1kb),1,68045886,68051631,5746,2,9077,ENST00000370981,0,ENSG00000162595,DIRAS3,Promoter (<=1kb),protein_coding,0.778265421351743,0.0123370054850361
chr1,74503501,74530500,27000,*,chr1_74503501_74530500,Promoter (<=1kb),1,74469376,74512611,43236,2,105378803,ENST00000294635,0,ENSG00000162621,LRRC53,Promoter (<=1kb),protein_coding,-1.01152231352286,0.00903452220481738
chr1,74534001,74554500,20500,*,chr1_74534001_74554500,Promoter (<=1kb),1,74540255,74544428,4174,1,51086,ENST00000465473,0,ENSG00000116783,TNNI3K,Promoter (<=1kb),protein_coding,-1.03246579395002,0.00177875217418081
chr1,78042001,78044000,2000,*,chr1_78042001_78044000,Promoter (1-2kb),1,78045966,78138444,92479,1,54810,ENST00000370759,-1966,ENSG00000137960,GIPC2,Promoter (1-2kb),protein_coding,-0.125333508950451,0.770699791120417
chr1,84295001,84306000,11000,*,chr1_84295001_84306000,Promoter (<=1kb),1,84298366,84350798,52433,1,148418,ENST00000370673,0,ENSG00000203943,SAMD13,Promoter (<=1kb),protein_coding,4.72717726327509,2.49508609282108e-33
chr1,84692501,84695500,3000,*,chr1_84692501_84695500,Promoter (1-2kb),1,84666119,84690803,24685,2,117178,ENST00000422026,-1698,ENSG00000117155,SSX2IP,Promoter (1-2kb),protein_coding,-0.0290176997420319,0.970471242373997
chr1,84996501,84999000,2500,*,chr1_84996501_84999000,Promoter (<=1kb),1,84925583,84997113,71531,2,255231,ENST00000370608,0,ENSG00000153898,MCOLN2,Promoter (<=1kb),protein_coding,-0.326467318137299,0.339433641140917
chr1,85198001,85202000,4000,*,chr1_85198001_85202000,Promoter (<=1kb),1,85156889,85201016,44128,2,84144,ENST00000341460,0,ENSG00000097096,SYDE2,Promoter (<=1kb),protein_coding,1.03913858904487,0.00257490563305274
chr1,86468001,86472500,4500,*,chr1_86468001_86472500,Promoter (<=1kb),1,86468368,86500259,31892,1,1179,ENST00000234701,0,ENSG00000016490,CLCA1,Promoter (<=1kb),protein_coding,-0.663454194195008,0.0588886978124869
chr1,89833501,89837000,3500,*,chr1_89833501_89837000,Promoter (<=1kb),1,89833693,89933433,99741,1,55144,ENST00000532201,0,ENSG00000171492,LRRC8D,Promoter (<=1kb),protein_coding,-0.136198713217987,0.970577123486862
chr1,90705501,90717000,11500,*,chr1_90705501_90717000,Promoter (<=1kb),1,90711539,90717302,5764,2,343472,ENST00000370445,302,ENSG00000143032,BARHL2,Promoter (<=1kb),protein_coding,-0.909071579125896,0.03484007008847
chr1,92963001,92966500,3500,*,chr1_92963001_92966500,Promoter (1-2kb),1,92842160,92961522,119363,2,388650,ENST00000616709,-1479,ENSG00000154511,DIPK1A,Promoter (1-2kb),protein_coding,0.038289847477120303,0.955739527784826
chr1,94413501,94415500,2000,*,chr1_94413501_94415500,Promoter (2-3kb),1,94418389,94518663,100275,1,5825,ENST00000370214,-2889,ENSG00000117528,ABCD3,Promoter (2-3kb),protein_coding,-0.185136523220019,0.630705840238263
chr1,95118001,95121500,3500,*,chr1_95118001_95121500,Promoter (<=1kb),1,95117923,95244955,127033,1,100527978,ENST00000604534,78,ENSG00000271092,TLCD4-RWDD3,Promoter (<=1kb),protein_coding,-0.0202927973297464,0.982304815478131
chr1,97918001,97920500,2500,*,chr1_97918001_97920500,Promoter (<=1kb),1,97855030,97920997,65968,2,1806,ENST00000460019,497,ENSG00000188641,DPYD,Promoter (<=1kb),protein_coding,-0.00295963175833883,0.999085591554482
chr1,99226001,99228000,2000,*,chr1_99226001_99228000,Promoter (<=1kb),1,98890245,99227929,337685,2,163404,ENST00000696571,0,ENSG00000117598,PLPPR5,Promoter (<=1kb),protein_coding,-0.981993898161598,0.00118747431929684
chr1,99263001,99265000,2000,*,chr1_99263001_99265000,Promoter (<=1kb),1,99264292,99309580,45289,1,9890,ENST00000457765,0,ENSG00000117600,PLPPR4,Promoter (<=1kb),protein_coding,-0.0713556669196482,0.891695828014723
chr1,100533501,100539500,6000,*,chr1_100533501_100539500,Promoter (<=1kb),1,100538139,100542021,3883,1,54112,ENST00000315033,0,ENSG00000181656,GPR88,Promoter (<=1kb),protein_coding,-0.757197431505303,0.0270618158520798
chr1,109105501,109112500,7000,*,chr1_109105501_109112500,Promoter (<=1kb),1,109105951,109112747,6797,2,127003,ENST00000369948,247,ENSG00000179902,CFAP276,Promoter (<=1kb),protein_coding,-0.71843660812949,0.0732028559400777
chr1,109188001,109191000,3000,*,chr1_109188001_109191000,Promoter (<=1kb),1,109187979,109206781,18803,1,57535,ENST00000369936,22,ENSG00000116299,ELAPOR1,Promoter (<=1kb),protein_coding,-0.00132100709859925,0.999806887478248
chr1,109394501,109399000,4500,*,chr1_109394501_109399000,Promoter (<=1kb),1,109309575,109397918,88344,2,6272,ENST00000256637,0,ENSG00000134243,SORT1,Promoter (<=1kb),protein_coding,1.31584145916926,6.17371401124735e-6
chr1,109462001,109483500,21500,*,chr1_109462001_109483500,Promoter (<=1kb),1,109483479,109492704,9226,1,127002,ENST00000463678,0,ENSG00000162650,ATXN7L2,Promoter (<=1kb),protein_coding,0.496596585568853,0.250088120789047
chr1,109504501,109514000,9500,*,chr1_109504501_109514000,Promoter (<=1kb),1,109504178,109509727,5550,2,57463,ENST00000369864,0,ENSG00000181754,AMIGO1,Promoter (<=1kb),protein_coding,0.664936173163577,0.220050948051836
chr1,109538001,109543500,5500,*,chr1_109538001_109543500,Promoter (<=1kb),1,109539872,109545844,5973,1,83873,ENST00000404129,0,ENSG00000156097,GPR61,Promoter (<=1kb),protein_coding,0.56586209894909,0.2347089189001
