gene_id,te_element,te_class,gene_symbol,regulation_level,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000004961,Gene,Gene,HCCS,Unchanged,936.962049086008,0.0149485936492318,0.0949591880192279,0.869783091631656,0.916924326176439
ENSG00000004975,Gene,Gene,DVL2,Unchanged,2777.13826292382,-0.0183720836358659,0.0930320899988665,0.838642368332963,0.897165028265455
ENSG00000005001,Gene,Gene,PRSS22,Unchanged,500.402356029698,0.533486777927769,0.121033974464155,5.98513863308647e-06,2.8891887287513e-05
ENSG00000005007,Gene,Gene,UPF1,Unchanged,5071.64804627197,-0.352535307182644,0.11694322588329,0.00221919744666854,0.00685309306745022
ENSG00000005020,Gene,Gene,SKAP2,Unchanged,1276.56261937029,-0.332722720089139,0.0839458234516081,6.05643187018179e-05,0.000250600677180637
ENSG00000005022,Gene,Gene,SLC25A5,Downregulated,12304.4090936397,-0.916409165104492,0.0979902276881886,2.47931023642742e-21,4.70689542822488e-20
ENSG00000005059,Gene,Gene,MCUB,Unchanged,733.94783549543,-0.0621252221035495,0.109357962604168,0.559735802726258,0.684502695538123
ENSG00000005073,Gene,Gene,HOXA11,Downregulated,364.798123624116,-0.754339411432284,0.134388428621579,7.31434150851669e-09,5.1128716463502e-08
ENSG00000005075,Gene,Gene,POLR2J,Unchanged,1277.61335058907,-0.406192382098167,0.108897303728283,0.000146148374847148,0.000568766738664554
ENSG00000005100,Gene,Gene,DHX33,Unchanged,982.979595025813,-0.407577102877866,0.0905128961061899,5.00923040033649e-06,2.44916689930091e-05
ENSG00000005102,Gene,Gene,MEOX1,Unchanged,11.1349910557425,-0.428626995244938,0.456309727096821,0.181206146688426,0.297893425684597
ENSG00000005108,Gene,Gene,THSD7A,Downregulated,4.04345062358274,-1.31082906811237,0.886270875284538,0.0131801621980196,0.0330302782503329
ENSG00000005156,Gene,Gene,LIG3,Unchanged,2352.05516498008,-0.222078904303946,0.0752434267183218,0.00276627692706824,0.0083447453046797
ENSG00000005175,Gene,Gene,RPAP3,Unchanged,1775.30295688863,-0.006513002352531,0.140038756862948,0.975228877942599,0.985905431469056
ENSG00000005187,Gene,Gene,ACSM3,Downregulated,356.810716007425,-1.70733593553084,0.140832277950651,8.41475867195136e-35,2.93529002378313e-33
ENSG00000005189,Gene,Gene,REXO5,Unchanged,397.996875405739,0.489866764622707,0.0949262664673272,1.69975311738167e-07,1.01657420774195e-06
ENSG00000005194,Gene,Gene,CIAPIN1,Unchanged,2228.79237336118,-0.52612432602371,0.103283846659592,2.00253788164437e-07,1.18352145639686e-06
ENSG00000005206,Gene,Gene,SPPL2B,Unchanged,1259.89969615133,0.421754697491256,0.0823591089938153,2.15147670377166e-07,1.26682286969502e-06
ENSG00000005238,Gene,Gene,ATOSB,Upregulated,596.625651323261,0.792938449049126,0.103891010831146,8.74215460928e-15,1.04766333314236e-13
ENSG00000005243,Gene,Gene,COPZ2,Unchanged,2.56371510806971,0.0867077530147376,0.542492608896815,0.672220751201064,0.779372919213813
ENSG00000005249,Gene,Gene,PRKAR2B,Unchanged,1068.07036896293,0.231597377962273,0.0793419323182231,0.00323934919540821,0.0096257028122564
ENSG00000005302,Gene,Gene,MSL3,Unchanged,507.776432482114,0.0464969140731064,0.098850907332385,0.632952468778413,0.747443803221501
ENSG00000005339,Gene,Gene,CREBBP,Unchanged,2142.87068623798,0.232189430294768,0.107876548874424,0.0279791481327105,0.0637410788677653
ENSG00000005379,Gene,Gene,TSPOAP1,Unchanged,8.80245887833833,-0.882517120782933,0.97160289313117,0.0491507109387403,0.102963540556935
ENSG00000005421,Gene,Gene,PON1,Unchanged,2.92579755790649,-0.031766384532429,0.485930925967461,0.902074905586997,0.93834732076918
ENSG00000005436,Gene,Gene,GCFC2,Unchanged,762.184022696665,-0.0310604300723723,0.145111927006189,0.843136456956632,0.900275255876981
ENSG00000005448,Gene,Gene,WDR54,Unchanged,1108.50536366378,-0.398568923196225,0.110477765264338,0.000221244372959554,0.000834168464327156
ENSG00000005483,Gene,Gene,KMT2E,Upregulated,1229.56251034916,0.70763493192464,0.125344388068325,6.97891917705077e-09,4.89038506380076e-08
ENSG00000005486,Gene,Gene,RHBDD2,Upregulated,1677.226196161,0.6102950181628,0.0945949985983833,4.77921412325553e-11,4.15003334732116e-10
ENSG00000005513,Gene,Gene,SOX8,Downregulated,291.787705398444,-0.965025480522555,0.180802033486189,2.64232891570381e-08,1.74407155402944e-07
ENSG00000005700,Gene,Gene,IBTK,Unchanged,4267.16685543449,-0.0121184492286462,0.0970385492835378,0.87818874310595,0.921936629719837
ENSG00000005801,Gene,Gene,ZNF195,Unchanged,1999.29205597873,-0.195726412615048,0.12675809348547,0.112409956941105,0.204104722326281
ENSG00000005810,Gene,Gene,MYCBP2,Unchanged,5387.85819438339,0.00628684765337884,0.092806157305767,0.953344542839621,0.971422104252607
ENSG00000005812,Gene,Gene,FBXL3,Unchanged,2639.64446629406,0.32843602000031,0.101753165473254,0.00109109352869291,0.00360965365190998
ENSG00000005844,Gene,Gene,ITGAL,Unchanged,3.83445665113963,0.649059559582567,0.719068257894166,0.0876577377971981,0.166726162532012
ENSG00000005882,Gene,Gene,PDK2,Unchanged,1386.93901141933,-0.165483905486269,0.0807654736361174,0.0371830603269487,0.0814010620967587
ENSG00000005884,Gene,Gene,ITGA3,Upregulated,20358.5723800129,1.7447139040987,0.105225741430832,1.12620898578639e-62,8.90173052643455e-61
ENSG00000005889,Gene,Gene,ZFX,Unchanged,2783.29250991724,0.17073222543197,0.110697792664975,0.113841243193498,0.20620491546266
ENSG00000005893,Gene,Gene,LAMP2,Upregulated,3956.34273510654,0.720130097212763,0.0655803256976153,1.59721213309848e-28,4.38219721209922e-27
ENSG00000005961,Gene,Gene,ITGA2B,Unchanged,78.3073041178747,0.00880229032939228,0.199240885662973,0.965068331863913,0.979381149532486
ENSG00000005981,Gene,Gene,ASB4,Upregulated,13.7219193201485,0.991727455613478,0.54443977543111,0.0140458829814608,0.035000019648328
ENSG00000006007,Gene,Gene,GDE1,Unchanged,3610.1018918759,-0.282217286710282,0.0911956322274678,0.00170303926413516,0.00540251349838708
ENSG00000006015,Gene,Gene,REX1BD,Unchanged,1532.84230393759,0.19590732981501,0.0969986161202132,0.0425082243105228,0.0910676231305998
ENSG00000006016,Gene,Gene,CRLF1,Upregulated,1780.15569856735,1.29864280364595,0.113129609725283,3.13645572079862e-31,9.57172487029602e-30
ENSG00000006025,Gene,Gene,OSBPL7,Unchanged,580.176723769977,0.177353412872477,0.0909423492548293,0.049235606249327,0.103095970405687
ENSG00000006042,Gene,Gene,TMEM98,Downregulated,496.52881129875,-1.89262395093206,0.131380352563873,5.03335502939289e-48,2.7566555164817e-46
ENSG00000006047,Gene,Gene,YBX2,Unchanged,32.4435779201284,0.0568878424713057,0.269244838286085,0.814272698977912,0.880408766025355
ENSG00000006062,Gene,Gene,MAP3K14,Upregulated,708.13860677793,1.13595616758336,0.11280354080553,1.47618150880305e-24,3.31925635714628e-23
ENSG00000006071,Gene,Gene,ABCC8,Unchanged,1.49011479760273,0.014097518354355,0.543475730501101,0.93215345175846,0.957764091767523
ENSG00000006118,Gene,Gene,TMEM132A,Downregulated,4925.03493143226,-0.595562389393586,0.0988034981582948,7.82821201220687e-10,6.03377097666966e-09
ENSG00000006125,Gene,Gene,AP2B1,Unchanged,7191.87687150485,0.0592018290091075,0.0647418423797917,0.363033146208092,0.504765022605092
ENSG00000006194,Gene,Gene,ZNF263,Unchanged,1459.52341889112,-0.379350738436908,0.0829306508916701,2.78479576012733e-06,1.41139186890716e-05
ENSG00000006210,Gene,Gene,CX3CL1,Upregulated,6.72952273948502,4.91410190496234,2.16208062469899,4.69544674080459e-05,0.000197873101908312
ENSG00000006282,Gene,Gene,SPATA20,Upregulated,2927.93685180809,1.146227458821,0.0868713608044676,2.19364727812492e-40,9.41256111789723e-39
ENSG00000006283,Gene,Gene,CACNA1G,Downregulated,117.218871824808,-0.964276040797071,0.184627038004758,4.74380088276247e-08,3.0431567983081e-07
ENSG00000006327,Gene,Gene,TNFRSF12A,Upregulated,3670.47179211599,1.11179031065699,0.130356408956346,2.88778761935308e-18,4.45647008818933e-17
ENSG00000006432,Gene,Gene,MAP3K9,Unchanged,1347.86723104249,0.148097310593786,0.101186356665406,0.134989609821814,0.23575673440174
ENSG00000006451,Gene,Gene,RALA,Unchanged,1412.9692146814,-0.356268598307422,0.0876447777117112,3.57771432306747e-05,0.000153329078543718
ENSG00000006453,Gene,Gene,BAIAP2L1,Unchanged,2898.73027159669,-0.0124882803695995,0.0871912373733957,0.820495619354325,0.885109145312325
ENSG00000006459,Gene,Gene,KDM7A,Unchanged,730.297242751425,-0.407254585761522,0.141028178647038,0.00284674090428589,0.00856303025120109
ENSG00000006468,Gene,Gene,ETV1,Unchanged,800.666806816464,0.18364881198916,0.095177997220102,0.0518182803794133,0.10753374907981
ENSG00000006530,Gene,Gene,AGK,Unchanged,1593.00532174414,-0.0865823610630855,0.0759216170464872,0.239125417708773,0.368801938754778
ENSG00000006534,Gene,Gene,ALDH3B1,Upregulated,1148.39484561583,1.09454189851966,0.11933001626673,1.06685667496875e-20,1.94639951173646e-19
ENSG00000006555,Gene,Gene,TTC22,Downregulated,14.2308757980794,-4.41831630812707,0.718919622681818,2.61336027141794e-10,2.11404966185137e-09
ENSG00000006576,Gene,Gene,PHTF2,Unchanged,1372.73155761358,-0.382959194154901,0.0893859942040369,1.33196334993736e-05,6.09074394665269e-05
ENSG00000006606,Gene,Gene,CCL26,Upregulated,38.6767042262001,4.3020920043693,0.468964881920766,2.19054653933114e-20,3.91390450552754e-19
ENSG00000006607,Gene,Gene,FARP2,Downregulated,1813.11330518827,-0.626067002551386,0.0669571534572504,4.12691024469717e-21,7.70662676192337e-20
ENSG00000006611,Gene,Gene,USH1C,Unchanged,737.874159195633,0.36915788729269,0.104121313668233,0.000306023492216477,0.00112497736754766
ENSG00000006625,Gene,Gene,GGCT,Downregulated,1229.6069971224,-0.646451417944864,0.0831527475958348,3.28547679214317e-15,4.05133080324171e-14
ENSG00000006634,Gene,Gene,DBF4,Unchanged,1964.83757364869,-0.506277457673731,0.101862800240102,3.95262347268958e-07,2.24803982797936e-06
ENSG00000006638,Gene,Gene,TBXA2R,Unchanged,42.3173010374045,-0.096709494608729,0.241291205563716,0.656443416766472,0.766186299096597
ENSG00000006652,Gene,Gene,IFRD1,Upregulated,1308.08666018467,0.620544729869396,0.0861026776549275,2.88699763548051e-13,3.07035372831908e-12
ENSG00000006695,Gene,Gene,COX10,Unchanged,962.001773523872,-0.461193457196023,0.0859592268267928,5.79199727181337e-08,3.67345743840681e-07
ENSG00000006704,Gene,Gene,GTF2IRD1,Unchanged,1180.76442366192,0.266506036437101,0.0873597201792784,0.00202294360834127,0.00630077328450903
ENSG00000006712,Gene,Gene,PAF1,Unchanged,2818.85435295358,-0.209555794440216,0.0908044686248267,0.0189134854254753,0.0454197435726739
ENSG00000006715,Gene,Gene,VPS41,Unchanged,2882.17673641701,0.0852183072557831,0.0612171823453974,0.160963334797736,0.270745566795484
ENSG00000006740,Gene,Gene,ARHGAP44,Unchanged,430.975186244234,-0.064251426299109,0.120014116110361,0.582107778692047,0.703922199025591
ENSG00000006744,Gene,Gene,ELAC2,Unchanged,5005.13666628878,-0.573753331218372,0.0862215386762135,2.23788807032096e-11,2.00426548018011e-10
ENSG00000006756,Gene,Gene,ARSD,Upregulated,1028.40607955165,0.679131505687904,0.10963060650508,2.24707962342482e-10,1.83037881743659e-09
ENSG00000006757,Gene,Gene,PNPLA4,Unchanged,475.176671089689,0.462642433072634,0.0970011140083897,1.29483443917798e-06,6.85723940005653e-06
ENSG00000006831,Gene,Gene,ADIPOR2,Unchanged,4593.07077008016,0.273791994172116,0.064139406168624,1.76723735516522e-05,7.95996064598016e-05
ENSG00000006837,Gene,Gene,CDKL3,Unchanged,91.8350800025164,0.00431449987041171,0.17354409373791,0.973312717552486,0.984561297597938
ENSG00000007047,Gene,Gene,MARK4,Unchanged,869.202639793584,0.0855569534330981,0.0968990548998892,0.364383655621556,0.505977090345296
ENSG00000007062,Gene,Gene,PROM1,Downregulated,1818.49471316369,-0.664041684516745,0.0753815392056335,5.5686777751175e-19,9.0487842616858e-18
ENSG00000007080,Gene,Gene,CCDC124,Downregulated,1236.0913270172,-0.94006602393583,0.0917800795605066,4.26685360408679e-25,9.87432284987935e-24
ENSG00000007129,Gene,Gene,CEACAM21,Unchanged,2.87536037307271,-1.05271513992237,1.68529905978646,0.0232821269422254,0.0544936600910064
ENSG00000007168,Gene,Gene,PAFAH1B1,Unchanged,5920.22277619376,-0.159040762578138,0.0662150523304663,0.0163393136900893,0.0399542357385388
ENSG00000007171,Gene,Gene,NOS2,Unchanged,4.32202488749194,0.0884746835450172,0.489471664594296,0.740326000047617,0.828974936843549
ENSG00000007174,Gene,Gene,DNAH9,Unchanged,3.75776361047918,0.867395615634727,0.884670539225789,0.0470498162312974,0.0992547284004021
ENSG00000007202,Gene,Gene,BLTP2,Unchanged,9960.24390973832,-0.360047184708729,0.0698789671218506,1.94699797278427e-07,1.15356395671567e-06
ENSG00000007237,Gene,Gene,GAS7,Unchanged,381.291189475808,-0.342548153684086,0.151026815086935,0.0195652933587446,0.0467644632226808
ENSG00000007255,Gene,Gene,TRAPPC6A,Unchanged,313.362702080951,0.578763911944714,0.128051113211961,3.40851033018745e-06,1.71139246457098e-05
ENSG00000007312,Gene,Gene,CD79B,Unchanged,9.81402406101368,-0.43763220912911,0.51606021426448,0.185181117876855,0.303013993433776
ENSG00000007314,Gene,Gene,SCN4A,Unchanged,19.5026119785808,-0.308999730196139,0.390544099871793,0.29969033596109,0.438482303342992
ENSG00000007341,Gene,Gene,ST7L,Unchanged,621.0185849804,0.240883961435296,0.0849523216493199,0.00404418045459532,0.0117452056072695
ENSG00000007350,Gene,Gene,TKTL1,Unchanged,1.83373928166146,-0.272886122226451,0.610537517234869,0.235418996233053,0.364365677940656
ENSG00000007372,Gene,Gene,PAX6,Unchanged,97.3372004438524,0.419845715257893,0.171386969187543,0.0102008007624293,0.0264104572139694
ENSG00000007376,Gene,Gene,RPUSD1,Unchanged,2193.627698372,-0.466762645823979,0.108791106719039,1.17476800272587e-05,5.42320501371621e-05
ENSG00000007384,Gene,Gene,RHBDF1,Unchanged,476.504565688743,0.559812255231352,0.101883836033294,2.31783023128521e-08,1.53806901905796e-07
ENSG00000007392,Gene,Gene,LUC7L,Unchanged,1282.75405999153,-0.174245653361791,0.0818590513171715,0.0316415125936911,0.070901438695491
ENSG00000007402,Gene,Gene,CACNA2D2,Unchanged,433.150844972384,0.367685747562544,0.117498737594117,0.00132617068836944,0.00429669063494194
ENSG00000007516,Gene,Gene,BAIAP3,Upregulated,971.960985004713,0.725293500559342,0.0922322945397179,1.50574166135642e-15,1.89690210000636e-14
ENSG00000007520,Gene,Gene,TSR3,Unchanged,1312.68166486693,-0.367119023155102,0.10828891984917,0.00054478358357078,0.00191486262301166
ENSG00000007541,Gene,Gene,PIGQ,Unchanged,561.288004192755,0.395842019898504,0.104740607104348,0.0001195128456315,0.000470889193213092
ENSG00000007545,Gene,Gene,CRAMP1,Unchanged,851.935342121081,0.0384459025052942,0.0890987847000498,0.674434725271924,0.780861044873567
ENSG00000007866,Gene,Gene,TEAD3,Unchanged,1001.55139357849,0.0245877838434186,0.0970753638938183,0.802437826039499,0.8723904948644
ENSG00000007923,Gene,Gene,DNAJC11,Downregulated,3763.85654174235,-0.655504183563762,0.0934096032485998,1.00607772745639e-12,1.01296478035429e-11
ENSG00000007944,Gene,Gene,MYLIP,Upregulated,1249.90276185668,0.9973490849136,0.0892532448101988,1.3995025194565e-29,3.98536974951814e-28
ENSG00000007968,Gene,Gene,E2F2,Unchanged,1648.55201542435,-0.405301151836402,0.140722090891015,0.00294567550476262,0.00883373516590347
ENSG00000008018,Gene,Gene,PSMB1,Downregulated,7433.01019721991,-1.25702406557108,0.0876746526306553,2.40567602093072e-47,1.28305718843434e-45
ENSG00000008056,Gene,Gene,SYN1,Unchanged,2.25669022116232,-1.08535458619622,1.40786801278999,0.0335369875729983,0.0744819741133198
ENSG00000008083,Gene,Gene,JARID2,Unchanged,1474.83875143287,0.15788651967043,0.0751035370289594,0.0325501769405881,0.0726465974832022
ENSG00000008086,Gene,Gene,CDKL5,Upregulated,513.490826200562,1.14267042579575,0.108876546134522,2.10986991519538e-26,5.25790638953581e-25
ENSG00000008118,Gene,Gene,CAMK1G,Downregulated,9.73520947639637,-1.48133864271426,1.60008152991501,0.0191570847304813,0.0459119986309048
ENSG00000008128,Gene,Gene,CDK11A,Unchanged,427.186620482751,-0.0458227403748752,0.0995393522212003,0.660508938400907,0.769577870491281
ENSG00000008130,Gene,Gene,NADK,Unchanged,3224.54104355358,-0.093636403614713,0.0805618901961367,0.233343675507933,0.362155476581091
ENSG00000008226,Gene,Gene,DLEC1,Upregulated,31.9052855580282,2.74311294987277,0.554386271750027,1.35125540805369e-07,8.20530364192464e-07
ENSG00000008256,Gene,Gene,CYTH3,Upregulated,1402.3061241035,0.733578145987276,0.0898743878767609,1.32208695146761e-16,1.79811387384065e-15
ENSG00000008277,Gene,Gene,ADAM22,Unchanged,999.218722311428,0.101420762111389,0.0942206953555867,0.280574082944699,0.416691869189821
ENSG00000008282,Gene,Gene,SYPL1,Unchanged,2436.74472489605,0.399162310251951,0.0714338591572072,1.67838104379105e-08,1.1289704079098e-07
ENSG00000008283,Gene,Gene,CYB561,Unchanged,3356.63535033511,-0.522327404330308,0.090180506386833,4.46517898618513e-09,3.18523542979516e-08
ENSG00000008294,Gene,Gene,SPAG9,Unchanged,6172.92254755179,0.209518266317343,0.0528038157400972,7.45894010871068e-05,0.000304352062150652
ENSG00000008300,Gene,Gene,CELSR3,Unchanged,819.447231562553,-0.068430130773354,0.103375910520484,0.499543488658235,0.635118919278798
ENSG00000008311,Gene,Gene,AASS,Downregulated,252.717586908842,-1.22849002420161,0.18461091823288,4.76231270174169e-12,4.52808499271901e-11
ENSG00000008323,Gene,Gene,PLEKHG6,Unchanged,935.21712825565,-0.022969636646867,0.123316926082925,0.85041542029247,0.904493573975896
ENSG00000008324,Gene,Gene,SS18L2,Unchanged,623.179742539096,-0.544296237410267,0.104353158762295,1.10683418427288e-07,6.79776293888126e-07
ENSG00000008382,Gene,Gene,MPND,Unchanged,369.654023279328,-0.238670800494837,0.121838298103166,0.0447241387243433,0.0950373037382259
